t_index,date,P01,P02,P03,P04,P05,C01,C02,C03,C04,C05,C06
15,2025-01-16,0.0,0.36332808013855095,0.3180597248376229,0.17521405950172075,0.300772296373315,3.5011716101739094,5.47384689064447,4.312360558076941,2.8356912584622767,4.875029916450021,4.579372235492568
16,2025-01-17,0.0,0.41902208768001503,0.35613363304716195,0.11939045601969928,0.22612457368579778,3.102816580573403,5.754490142496846,3.7156899949691566,2.892435315973768,4.194993139829355,3.9382424923268404
17,2025-01-18,0.0,0.37668782530580847,0.32408151478671804,0.14518143537665062,,3.0963461951009608,5.7517618053007595,3.6612520428628503,3.3043241710013684,4.39558544919719,
18,2025-01-19,,0.3917859282905929,0.5097351234133506,0.1320342732229432,0.0635012645781399,3.2898266345779588,5.996813292046682,2.34554969893732,3.434603267546376,4.643396885143974,4.630476553855855
19,2025-01-20,0.0,0.3060502790153273,0.3773803344914999,0.0313994184605504,0.18810130859384447,3.744030706605871,5.4604186639793415,3.060305109165395,3.10833319873283,4.948009761422582,4.100553822603693
20,2025-01-21,0.0,0.34683805066161966,,0.0,0.21544812864393617,3.7831011194569415,5.188862544645199,3.175983007748401,3.5157770103982457,4.753890023777695,3.9773490933771765
21,2025-01-22,0.0,0.3247658680803986,0.23955316992036063,0.0,,3.5259356068731456,5.959901826293817,3.716951019073762,4.01437669736165,,
22,2025-01-23,0.0,0.37817648185043923,0.388446653200539,,0.10146489275564305,,5.236903363720274,4.14938560336769,3.7477629939238923,5.042862607272998,3.260522554448415
23,2025-01-24,0.0,0.2455932112208337,0.37584580019641,0.15637347167464485,,3.1213568154529105,5.415596495454449,4.365601964085321,2.572515347525158,4.633726199347447,3.344995882543478
24,2025-01-25,0.0,0.4206062930440514,0.41216683544209887,0.03757277365528655,0.13883137650977231,2.2899651490532675,,3.0353586580465537,3.1185305224800497,4.067190455014645,4.070610047208133
25,2025-01-26,,0.4341654568123009,0.3417112966713513,0.0,0.16860044366634955,3.237595864900849,4.956633576817237,2.65516241388438,3.71772780010239,4.606877619729751,4.279038704658504
26,2025-01-27,,0.45643369757670404,0.22534405571194116,0.0,0.194508188003426,3.161868693600977,5.56316725747824,2.484159903126173,3.492126018258946,5.029569553159035,3.988009962158821
27,2025-01-28,,0.5343279461172215,0.12501946022547114,0.0,0.1328151448460535,3.3296822723527355,4.908453746950336,,2.8942446389566077,5.026028366140711,3.495018201632408
28,2025-01-29,,0.4490634906459333,0.03278460970240987,0.0,0.20068621297444755,,4.320155022720789,2.846394344966519,,5.616455149323002,3.55910055471534
29,2025-01-30,,0.6631375821654455,0.01137981061316043,0.035046013468559706,0.347474238564603,,6.299040993158845,2.762911052848274,,,2.877304572701001
30,2025-01-31,,0.6702690987252459,0.19987271014877395,0.08882420078560856,0.45233252570758625,,6.180751448368418,2.7199420242215178,,6.098014448881955,3.1865458929196127
31,2025-02-01,,0.5121663357128363,0.33739301416617085,0.19444447385959152,0.5010047393024217,,6.006023596943691,4.0692547305680575,,,2.9538558519921243
32,2025-02-02,,0.3619620997311026,0.10591736518972233,0.19131598740678682,0.4700985865862987,,6.239866250336682,,,6.630927443663549,
33,2025-02-03,,0.2965535947274307,0.14671528869979789,0.16660852395227826,0.3318964765706726,,,4.053425503619813,,6.573640140236138,3.7926708943941954
34,2025-02-04,0.24274274795105932,0.20499874923895678,0.23168852197305506,0.07143261787441023,0.07227163429171798,,5.267729702360773,4.539417311781678,,6.372839929665702,
35,2025-02-05,0.3848766106555582,0.08209272550016694,0.4200390962675896,0.0,0.1077131414016184,4.003065632632037,4.106752363962807,5.039138746951734,1.9497147998934574,6.214475738820785,4.975253429389444
36,2025-02-06,0.5642007324748036,0.17142904051293056,0.22225154437149983,,0.0,3.99792234130693,4.26232122214215,5.059547756085025,2.949585383089704,,4.230249220026262
37,2025-02-07,0.45155888247674275,0.16667177971001068,0.2987023961629345,0.034967562182901236,,,3.5552848983641634,,3.76457909190922,,3.8712700891124396
38,2025-02-08,0.488606298629424,0.2095822918462739,0.3035803056627408,,,4.369406249901128,3.6427072711805506,4.600434593867212,2.65788609885121,5.966115066645553,4.509862910965214
39,2025-02-09,0.6480919218873383,,0.2521842822627663,0.1871803925681996,0.0,4.159640069196431,,4.699071338540387,2.951245959233264,6.220823858557503,
40,2025-02-10,0.6222485776649199,0.29219921449051145,0.16612732647491602,0.14787708166728777,0.0,,4.568814686965888,,3.2244465989348665,5.988236567518657,
41,2025-02-11,0.6243143341582575,0.35590375005419134,0.21396121244054928,0.1737976534577354,0.0,,5.138564487515351,5.412267045509218,3.8959592324417187,6.313536975011312,5.5104863162381905
42,2025-02-12,0.6902341796074756,0.49934690243582913,0.16916766274911071,0.10669142678954054,0.0,3.9819223878493455,5.146625674154585,5.010120349221425,4.595521606888932,5.742573695555409,5.413792708078932
43,2025-02-13,0.6703247756628816,0.601963661214542,0.14534720837714799,0.20985534113291784,0.0,3.322367975481481,4.8136340599178675,5.014146534784752,4.038106021824895,4.604192723013593,4.496271051304546
44,2025-02-14,0.6038543014064262,0.6125299981089487,0.11331739241947078,,0.14855400552292453,3.855760999805245,4.962820319635945,4.837124743798186,,4.109624945285289,3.8988378067126996
45,2025-02-15,0.5168437527283016,,0.2708209302840887,,0.022462520423156634,4.021002232892112,4.963904908659994,,4.166408729412526,4.441967501704843,4.608988321976124
46,2025-02-16,0.5069435755474201,0.5638521278645957,0.23121517511393258,0.31846843549390164,0.03265703467316458,4.712987084434241,,4.077299157438065,4.050216545400298,4.541681004982714,4.786044235924059
47,2025-02-17,0.4511586392642053,0.4246245745143529,0.2053643619941872,0.23647013738760927,0.08555850447995993,,5.16252690454104,4.375178802232584,5.129988040926712,4.049258498859649,6.025207261491157
48,2025-02-18,,0.30439141346637855,0.11367281639666024,0.23620961474736749,0.047096529530162454,5.113161687031572,4.804935463547615,,4.612466300753001,4.53025760589087,5.317862759997981
49,2025-02-19,,0.3012475012444662,0.3481773196915683,0.03170607123170571,0.057592650104287456,4.824201381741864,4.609365986684179,,4.708681533200015,3.8564748230560406,4.334658106637688
50,2025-02-20,,0.4100439184450517,0.45340606066932515,,0.10854631874642931,3.7414760251833403,4.675121672444979,,5.156390056237296,,
51,2025-02-21,,0.3355902347353312,0.255545968396309,0.3212698354673311,,3.87237895409906,4.841429004788138,,4.819845267998138,,
52,2025-02-22,,0.35792286565884407,0.25707188829256017,0.28843658973765207,0.2895604492768761,,4.4299927044258505,4.434889559440219,3.5455439276178446,5.237443775909785,3.846288985899567
53,2025-02-23,0.5154093942753541,0.24896184478390398,0.3552009970734349,0.28186209362635367,0.2589551791171665,4.95764914684745,4.213165041612168,4.213601466146796,4.585460428814361,5.798486719813402,3.6074390870102326
54,2025-02-24,0.5000462911855389,0.29034539039916024,0.2997682273545595,0.24588378373190053,0.19055414740430907,5.099483698856332,,4.913339858903594,5.259020139450708,6.1397438858056494,
55,2025-02-25,0.5232616105814929,0.19107878821071295,0.1753311443625411,0.13801311267107708,0.23921134908277708,4.600152420891578,4.7114395840097805,5.393701229737122,4.8200263054806065,6.36382017916996,4.361445037788865
56,2025-02-26,0.5898151403884648,0.34439010844795903,,0.2679307663167068,0.3382320206063813,4.614297556194237,4.905181111586974,5.202226690726529,4.665249117325688,6.260710309310648,4.659802357105738
57,2025-02-27,0.631867854472494,0.30242176404951954,,0.21856907908515819,0.5178479227131775,4.961335115318771,5.478041952893851,4.285967128789214,4.390348372711708,5.8080213754777965,5.2753887606118965
58,2025-02-28,0.6258100613640579,0.21872355882127587,,0.14024702918316595,,5.051011152371847,5.8469671357645066,,4.8722677133769405,,4.900938278250947
59,2025-03-01,,0.15120418342912406,0.5596705084898097,0.1523451658663211,0.6352467913049897,,5.653218128245319,4.847271584461001,5.282276060057257,5.261735076772159,4.200067848518116
60,2025-03-02,0.379238005270237,0.36569260684999194,0.554909565294697,0.2821620844158021,0.5842939052281862,4.629891049453111,6.096653235642946,5.265108977936339,4.246849605717199,6.488871923199388,5.1103508371020006
61,2025-03-03,0.2827115500524294,0.30262547323789246,0.5303282053067087,0.2981093949387403,0.4973885257128447,,,5.610062960115731,4.809868895734552,6.772634444457436,
62,2025-03-04,,,0.3665967050741542,0.14693839414876791,0.38517615757739576,6.329608653961876,5.032984411804975,5.467827162337288,4.815658635056215,6.866928711296511,4.688437874459837
63,2025-03-05,0.0690154783617247,0.3662394316423402,0.3917542961646764,,0.4395498248975634,6.229237018976708,5.211438501483964,,4.0524911714353955,6.34756351031351,5.54272255421649
64,2025-03-06,0.07931122255487397,0.4671141087710883,0.5139530393759604,,0.3525001630669736,5.657879042813781,5.28207884021524,5.677983996455741,,,5.895217807680622
65,2025-03-07,0.10395966523664567,0.3784629926140704,0.5846506208136236,0.19762672509893447,0.2755450681534014,4.808650100722289,3.937499237521764,4.4530013412645495,4.323378818432277,,6.123868205338069
66,2025-03-08,0.19274173471802603,0.342273716046236,,0.2970048596402086,0.20140095665404203,4.085406840619122,4.312909058835212,4.593205479926917,3.4628093258689594,5.206742502876591,6.211547074666014
67,2025-03-09,0.1283375859859159,0.278054010268077,,0.19612049818528943,0.15968537634716884,,4.354937192416133,,2.5286317168769834,5.4569622547095875,4.765421417956538
68,2025-03-10,0.0,0.40659808789123264,0.474642751130443,0.22323678122370508,0.1141117493680357,3.689312473272431,4.656991005149311,4.318803889727036,2.7693078862130833,,4.585167243675556
69,2025-03-11,0.0,0.4402054911989395,,0.13934068865327348,0.12288023485433963,2.8651380289315806,4.822867446706364,3.87188569952271,2.8636713021766944,5.616874051045702,4.602718530072729
70,2025-03-12,0.0,,0.34601568113375003,0.15942205209282626,0.05280685904467678,,,3.6788751017177597,,5.428829256025694,4.102160451280457
71,2025-03-13,0.0,0.12527620298573805,0.4585176237169011,0.3104855314726741,0.11093116175934195,,,3.549888556515177,2.9795930058719593,4.221475263371876,
72,2025-03-14,0.012270355009921796,0.14354052699959097,0.44363401597709146,0.3388277066199359,,2.761933025039425,4.452831973427389,3.36014709423075,3.5753962841826765,4.830298039495432,3.973608286118238
73,2025-03-15,0.04683335927688093,0.11551196829022124,0.40138870393857606,0.23211643606260296,0.11928688884778588,,,,2.960399949494801,,3.1779800571690386
74,2025-03-16,0.1449206931052452,0.30402001941118023,0.29429868958759564,0.22600681720169544,0.1085486827376651,2.7235071273828235,5.039869525210462,4.388791419069281,3.436029209329347,,3.4400147251818214
75,2025-03-17,0.13457843865163802,0.16272000370580664,0.30569135004986203,0.2860604722856391,0.45302744759184654,2.5577055718493926,4.9713775096964365,3.7774101726581044,3.5356865558832493,,4.029723950365779
76,2025-03-18,0.13912736261461808,0.15830174929177737,0.2919783902714818,0.21606814236157293,0.4329048850040937,2.168521261429617,4.419471032755965,3.968014504626147,3.6799390464965835,5.0078648753362565,3.3140032722995363
77,2025-03-19,0.04781811086944908,0.20616041632260243,0.27250479923123544,0.20130781954177396,0.31933255072806827,2.8560602155101984,4.067498110535414,4.328492910965737,3.2524811603283035,,2.9973488939699924
78,2025-03-20,0.056610077716266034,0.3406712439879199,0.31645859133992277,0.1579961890061249,0.17812218828478857,3.4932918726781845,3.915685755063443,3.578923911542578,3.7574323676950763,,3.8387348647835315
79,2025-03-21,0.0,0.4110824196170335,0.20336899455020555,0.21093426593627113,0.06275655826589446,3.6927494340981584,3.786024318384748,2.6925712245263633,2.097531713119614,3.9473096631478426,2.9756510580494204
80,2025-03-22,0.10881628576210552,0.3442760340234621,0.2628939783693619,0.2905637154627748,0.21675947574825485,3.085121009766834,3.329871865914847,3.295378969759302,2.3491611279112083,3.942171462861794,
81,2025-03-23,0.08468266855440314,0.3191767450992,0.3407085073833257,0.354450105008543,0.34168168225784507,2.805024794859791,3.2717574583239974,3.4526354568351874,3.201397366016238,3.7746164847299717,
82,2025-03-24,0.015353020986227026,0.42357909070237626,,0.3719380720310661,,3.205868326907726,3.881432232261091,,3.0379829521680177,4.73676120689973,3.51764998587251
83,2025-03-25,0.15928738161386619,0.49212068280601845,0.41425529664922606,0.3019498401235163,0.366541924996858,2.9041607415340307,,,1.8981590779238824,3.5723052855922766,3.432369873406839
84,2025-03-26,0.18796918086784703,0.5820477780572437,0.49919210199455577,0.391038235227538,0.289172723318268,3.1575774571516173,4.712186083916441,3.197687493539492,2.442585526085659,4.342669221082581,3.2828313153408573
85,2025-03-27,0.19512027666917378,0.5667299291202107,0.5279442538967787,0.3551568454392941,0.38966984655408443,3.229979562835493,4.117563028839373,2.9132572090568187,2.8176230295424203,4.7518037721721305,3.0337722256451634
86,2025-03-28,0.23876014799654893,0.46961399538665183,0.5116348796899584,0.4440906137357094,0.4218803242207875,2.3610693713846715,3.874299370238748,1.8644780976572393,1.9915785591005672,4.260534623740329,3.0151011177596123
87,2025-03-29,0.4998934495765971,0.5039961113369505,0.5183409322992689,0.3870676551629143,0.4727918865882072,2.1293112028735433,3.5473950437702175,2.0544478368251506,1.3690198985387925,3.0104576002485133,3.1054354597359226
88,2025-03-30,0.4466929109622178,0.4418319485286565,0.5256281281059197,0.3766648506093655,0.5173694535047767,2.32482609164979,3.701450893299505,2.7026545710447576,2.149733970804168,2.4724460726726285,3.4173442407481427
89,2025-03-31,0.2799628621339272,0.6397284893651368,0.5363748168055,0.30004165628180585,0.6257206530341909,,3.433250324184528,,2.2902857547640054,2.1243006750757107,
90,2025-04-01,0.22969968788308084,0.5935949938004108,0.661651243313913,,0.6807708944277242,2.1770571621855894,3.2543796085514565,1.794828611578416,1.9307682436265754,2.5442379249111426,3.3076162906560462
91,2025-04-02,0.2970325380955331,,0.7774535694269233,0.3028989546479994,0.6437431943488688,2.5228325376774046,3.072846625149854,2.446592157363171,2.5554003594790213,2.360528985047761,2.6439690766656065
92,2025-04-03,0.19551079992730913,0.6862676380430245,0.6710605032074407,0.3300682487318637,0.5434722357557549,1.5761476615210106,3.981048796113157,2.7044597692500765,2.090259630445088,2.4711208171191665,3.025541169441009
93,2025-04-04,0.30242079979654524,0.6739047240458017,0.6919034923935538,0.21155828924512157,0.42575277458375793,1.7846071668302876,,,2.125339621041281,3.19498734106611,
94,2025-04-05,0.22075756992144602,0.5152043127070721,0.7176012819738787,0.2866490431437377,0.33332449451248053,1.3224794100002395,2.6305830641069643,,1.8502891938026342,3.1885645560738314,0.5922737675754639
95,2025-04-06,0.12490795782938305,0.6123334142551176,0.8035938786814107,0.3022798640377071,0.46377694619993304,,2.5569640032215544,3.587182102605028,1.8457944600626037,2.6618299065960267,1.4598461722035614
96,2025-04-07,0.19868739458243545,0.5997631998945958,0.752523286373463,0.31674162096432495,0.5446230435501643,1.614499956571979,3.358442899335681,,1.4582046092224927,2.549673986694664,2.639054273746328
97,2025-04-08,0.11106627016805387,0.7221834078311367,0.6362547334533201,0.3330087888327794,0.6278125787436633,2.1696815956118667,3.3930288528348242,,1.2027927370853337,2.7962555716923445,2.4715321575034945
98,2025-04-09,,0.8141255331994705,0.6951248298807521,0.36202219227872445,0.4714023202063875,1.5214450188294908,,3.5840243192378716,0.9772286407545525,2.3241161485561337,2.463584854913285
99,2025-04-10,0.0,0.8009844831398146,,0.575535421740798,0.38522217635450906,1.3112946619104204,2.9338288731178697,3.1233474185185672,,2.9980543989664508,1.3584063712055081
100,2025-04-11,0.0,0.8953285268325339,0.7101482149982118,0.6514442470080258,0.26607429701428165,1.4058531122450557,2.15352234152773,2.182301670424385,,3.1413658207480744,1.0517943831355177
101,2025-04-12,0.11909038327251885,0.6283127706093694,0.8421298708838549,0.6963992620499925,,1.2974714901511584,1.8074957861403687,2.7543952323199528,,2.624459095424063,
102,2025-04-13,0.10335413073686531,0.45278819831480643,0.8445521342425997,0.5854233698870558,0.16206684124892276,2.1447433377214504,1.879998569337647,3.098026633153243,0.0,2.7837951587509058,2.479445490580934
103,2025-04-14,0.10478038697566383,0.35657863228658926,0.7840909435552026,0.42688403451576123,0.28877971859005486,1.3666244443579583,2.1046347662481484,3.869011152353642,0.0,3.42141414439899,2.0992909968940054
104,2025-04-15,0.21427428039505686,0.30518595965167294,0.8182801901724623,0.3799930977189905,0.3664296922496883,,2.2119289442858303,3.5246557119542277,,,1.5426296596516234
105,2025-04-16,0.3188363545694296,0.34380386922683265,0.7478031059665439,0.5442479279812611,0.39539845383561223,1.8701309588921806,1.4915469619166337,3.720461871394787,0.0,2.668294085260415,
106,2025-04-17,0.38983074495420206,0.552728182309158,0.8162159006169146,0.6865141950076677,0.4977807159632679,0.7631619628905444,1.0205186053308875,3.579230148968583,0.24926099146434685,2.801508333217805,1.1520567915406164
107,2025-04-18,0.024994225998472508,0.4511811308564506,0.8114621247851083,0.8300292525385029,,1.0703271161023573,1.5625686788421724,3.3988973001025125,,2.3899700706317004,0.6847977246984955
108,2025-04-19,0.0,0.28654845509766025,0.7467958082842047,0.8400517254539087,0.2791259820043822,1.416504286392943,1.4542663234321898,3.4345022832257825,1.1006882814434467,3.7481614491791175,1.1998462543060655
109,2025-04-20,0.01960172461429368,0.3779324784531433,0.6797500670511394,0.831938580216048,,1.8606912291722137,0.7603434254713984,3.4605602429576856,0.7620040093339419,3.8909662311604896,
110,2025-04-21,0.26391968362954216,0.4686151552183584,0.7683960351648471,0.7770805661315527,0.3030691404278397,3.1066965575415906,,4.410426980873837,,5.056222639387658,0.43274446048126775
111,2025-04-22,0.07496491024639754,,0.837102126958433,0.5918918324882574,0.1348311209420503,2.8724435884313655,0.81239878967054,4.569024226790408,2.1585693482657673,5.502269164471026,
112,2025-04-23,0.19535472672825746,0.4850614030449008,0.7673140803812882,0.6239270559368423,0.0,,,4.038486603279219,1.4665250459763302,5.012099635676326,
113,2025-04-24,0.03136925360599426,,0.7266912327420366,0.5824784379395629,0.0,,2.0739046324488006,3.750775625462645,1.9278236505752542,4.925198465096914,
114,2025-04-25,0.04470706821372022,0.3593744819653032,0.829303206293239,0.6524066342400523,0.03926294869928038,,2.1932166783261,,,4.519719255327754,
115,2025-04-26,0.06836745564129186,0.5440570242786249,0.8468379204719378,0.7765072316972491,0.18512142840647933,2.9444084259548724,1.6489298999745614,1.764638143884591,2.84004385264181,,0.5828923278685952
116,2025-04-27,0.12861405206287455,0.3791855435533172,0.6371278523945554,0.7625996494422157,0.06668868651434051,,,2.2833416601286225,,4.59283214603339,0.0
117,2025-04-28,0.15691328596365167,0.4258735724479961,0.7093235585780919,,0.19495672989073642,3.5205190049623196,1.6439524252907416,3.036126799216444,2.0232925304353664,5.12400662986534,0.4590353031067161
118,2025-04-29,0.4365204338658811,0.4821966554847369,,0.6562372727529538,,4.387073133001513,1.3807321635177223,3.081100783660956,1.5290077675886584,,
119,2025-04-30,0.4629477424172975,0.48457162811393545,0.530603781102836,0.7068641129609878,0.11031589151848903,4.363793860821417,2.3332430790911314,3.2392679822207793,1.7088852325998358,4.942423207569721,1.2376239647154048
120,2025-05-01,0.17317715748519136,0.6603534847192664,0.43685268213804296,0.8999954040069844,0.2390973724565778,4.820671053322927,2.5171850694242965,3.449915447319911,1.3262355214419117,,2.2725217892888185
121,2025-05-02,0.1214883112333828,0.5599887183792563,0.5071682490955279,1.0,0.4183849052739108,4.627411941079499,3.028552975577228,2.5276001917914503,1.775869202119853,4.62993234163708,1.7217540294258664
122,2025-05-03,0.0568479071231998,0.5543473340747481,0.6715279900703139,0.9329879820605513,0.5285589159380731,4.917063182033511,2.918640161429686,,1.1566899809998037,4.198797678512909,1.4092678244014136
123,2025-05-04,0.057276328705257354,0.5325015742367317,0.729657943169792,,0.43718709746179774,4.076075315862831,3.0184077900488986,2.874042445533951,1.5224637449859986,3.6525854972303,1.583871066360089
124,2025-05-05,0.0828074461434241,0.5007077386950408,0.7385964273997816,,0.23360359595568775,4.169362208673143,3.5335100314355365,,1.9507207245545972,2.9257791888470726,2.2079107169864827
125,2025-05-06,0.2724700586189971,0.38037451319165333,0.5412698279277429,0.7818162051231367,0.1338119454489217,4.374482951891782,3.508880039480783,2.7441948721763847,1.4452324355620432,3.721108214447894,2.77716356930644
126,2025-05-07,0.3372745596329397,0.48992235862408884,0.5454466621380408,0.7441702909586989,0.19109721681355327,4.721312956100264,3.1444688018899174,2.043088809850563,0.7673760407793211,3.570794698259458,2.462439575630534
127,2025-05-08,0.35040834795306414,0.5159903533437462,0.5820807632116067,0.7200994527570882,0.1690551705020751,4.342045360988991,3.019078765395603,1.9213885306562077,1.8569126458109495,4.2599464825556135,2.956001377718232
128,2025-05-09,0.3270052591186622,0.611755563668282,0.4549150094276694,0.8135199789687562,0.23850181585771968,3.906152679295567,2.7736188190204816,1.023257025692315,1.5474715573218916,3.368252199567651,
129,2025-05-10,0.34814408817956666,0.6420576606553376,0.36412497443470243,0.7795187568428644,0.2797202044294955,,1.8827499315915586,0.8979833323696369,1.5432644187080804,3.8985534319943307,
130,2025-05-11,0.423121285595519,0.47287675781563465,0.36307359949735024,0.8334134149624187,0.3800059650124614,3.711097586197326,,1.3987773936688006,1.9675679561354575,4.240110405391033,1.6817338855042936
131,2025-05-12,0.373635644451939,0.49965688973148165,0.5354777788228622,0.6979370588278512,0.39144403369767455,2.605379686253099,2.261436628988938,1.7478687849198058,2.188901253121001,4.364485026117968,
132,2025-05-13,0.5041044547125162,0.4388597376239906,0.574769328874371,0.6119491335819892,0.36004619049943337,3.1982363127238305,2.8979098950010984,1.376678266064028,1.7037600185264057,4.0701248230691585,3.4187571479192247
133,2025-05-14,0.5075339293436973,0.38068419567486317,,0.6472773936159087,,,2.600281312398925,1.4025787067329123,1.3134836933893979,,
134,2025-05-15,0.394924795242673,0.4631789013680857,0.5945994883282608,0.5498666139647479,,4.535229145363926,1.9602071162615529,2.3400621258738807,0.5100457091796362,5.321935843929401,4.605273221185511
135,2025-05-16,,0.49749913820334835,,0.5867696163506887,,4.651532126591855,1.3616879361459513,4.4513268367494225,0.7546098901642972,4.4903672461003925,4.169053974059519
136,2025-05-17,0.3699757912101802,0.2918839887164126,0.4699947309600574,0.5050388758565636,,4.771627240767118,7.419486346546566,4.297867627875841,,3.6903291636959077,5.103462246924515
137,2025-05-18,0.3112267776157792,0.36308893099947354,0.4177789479141596,0.6125872972574249,,4.980700640646141,,4.558745559512691,,3.764529538328203,
138,2025-05-19,0.27630352154351356,0.5712235690753957,0.482066528101688,,,4.287204405326831,3.0562029341378514,4.9181544403301265,,4.391208348741277,3.531467868192464
139,2025-05-20,0.36696328933663,0.4464895317257117,,0.6271380243433962,,4.827975180630291,3.332667352092507,4.853174341546197,,4.343691414658468,3.781787634285126
140,2025-05-21,0.26668706993980185,0.5582127800181114,0.45753146679916057,0.7310196182190744,,3.985555585928969,3.5983249275805145,5.261480572386269,,5.287776485610721,3.606100458765296
141,2025-05-22,0.5153415918562585,0.46708881586114903,,0.8388658158036344,0.6824754684466635,4.978180126968752,4.4729881886999046,,,4.599332612095768,
142,2025-05-23,,0.5421807821030991,0.485748663420639,0.812858925735043,0.38604147590678073,,,,,,
143,2025-05-24,0.2386784870086518,0.4827322006858971,0.4835199851970306,1.0,0.3182430624378299,6.2353076874264755,2.635568031186012,,,4.079537381719729,3.840414567083245
144,2025-05-25,,0.4730052387253998,0.36200544316777994,0.9269785921515146,0.2605330872501667,5.622934207674299,3.5064910681641717,5.545270750044873,,5.183543833779506,2.69576295915422
145,2025-05-26,,0.6819302181570922,0.09478740704707128,0.7883688402797595,0.20581972083328193,6.179851702425549,3.3297343020184407,,,3.9334741427059647,3.0822619768569868
146,2025-05-27,0.26830488553013754,0.3583647058892155,0.12010978647042841,0.6754721583048486,,6.162344033268398,4.018468733105551,,1.7814973108938075,3.8602037489056293,3.086739057428985
147,2025-05-28,,0.41790188615020724,0.20695895649921814,0.6955517525505595,,,3.070100179436228,4.570830865167503,1.7535739653966473,,4.085274686400555
148,2025-05-29,0.03675058315189331,0.44476815957175975,0.2358332827255124,,,4.887128519261223,,,1.9015946368722072,,
149,2025-05-30,0.18198888545688557,0.5688983102380425,0.15810312923409814,0.7806998501109017,,4.997079188164407,,3.7819141590765977,1.2232506166360735,5.155700640162572,
150,2025-05-31,0.04593902415199011,0.440956550776289,0.20246607172562667,1.0,,,4.223016199239227,,1.2377604421829993,,5.885490613245358
151,2025-06-01,0.0,0.363409013265262,0.19371761119183747,0.8868789184412722,,,,,1.492370353840848,,5.403701360964647
152,2025-06-02,0.0,0.3857519945738841,0.27857311241710014,,,,2.9287897231730255,3.910901893196757,1.9034562662466674,,
153,2025-06-03,0.025422320228064486,0.3622200635160447,0.2433500348522989,0.8242320351957305,,,3.5274169290792448,,2.5230076816796303,3.1288237063974798,4.624930685716221
154,2025-06-04,0.0,0.3997091988628435,0.21565373670175175,0.791410511102624,,,3.292696435120108,,,2.807523360772946,2.6513494382691527
155,2025-06-05,0.0,0.3160082361039074,0.20168983136192073,1.0,,,3.8235671520091477,,4.717516639254527,2.721832358410191,2.699908791220263
156,2025-06-06,0.0,0.4109771048359402,0.43953878980349537,,,,,,,,
157,2025-06-07,0.0,0.49862129198862937,,,,,,3.5057980807580744,4.706573177967408,,
